Year,Industry,County,WorkingPopulation,Population,EarningsEuro,pctIndustryEmployement
2002,"Real estate, renting and business activities",Roscommon,1027.0,53774.0,967.07,1.909844906460371
2006,"Real estate, renting and business activities",Roscommon,1352.0,58768.0,1381.36,2.300571739722298
2011,"Real estate, renting and business activities",Roscommon,1576.0,64065.0,1364.72,2.460001560914696
2016,"Real estate, renting and business activities",Roscommon,1706.0,64544.0,1482.21,2.6431581556767476
2002,"Real estate, renting and business activities",Sligo,1238.0,58200.0,1068.23,2.127147766323024
2006,"Real estate, renting and business activities",Sligo,1570.0,60894.0,1494.86,2.5782507307780733
2011,"Real estate, renting and business activities",Sligo,1577.0,65393.0,1482.28,2.411573104154879
2016,"Real estate, renting and business activities",Sligo,1811.0,65535.0,1600.14,2.763408865491722
2002,"Real estate, renting and business activities",Cavan,956.0,56546.0,990.59,1.6906589325504897
2006,"Real estate, renting and business activities",Cavan,1370.0,64003.0,1472.28,2.1405246629064263
2011,"Real estate, renting and business activities",Cavan,1478.0,73183.0,1540.72,2.0195947146195157
2016,"Real estate, renting and business activities",Cavan,1877.0,76176.0,1752.67,2.464030665826507
2002,"Real estate, renting and business activities",Donegal,2352.0,137575.0,2111.18,1.709612938397238
2006,"Real estate, renting and business activities",Donegal,3265.0,147264.0,2941.41,2.217106692742286
2011,"Real estate, renting and business activities",Donegal,3518.0,161137.0,3104.24,2.183235383555608
2016,"Real estate, renting and business activities",Donegal,3600.0,159192.0,3230.88,2.261420171867933
2002,"Real estate, renting and business activities",Monaghan,891.0,52593.0,914.77,1.694141805943757
2006,"Real estate, renting and business activities",Monaghan,1137.0,55997.0,1296.83,2.030465917817026
2011,"Real estate, renting and business activities",Monaghan,1168.0,60483.0,1274.55,1.9311211414777707
2016,"Real estate, renting and business activities",Monaghan,1541.0,61386.0,1386.76,2.510344378196983
2002,Public administration and defence,Carlow,744.0,46014.0,809.06,1.6168992045899073
2006,Public administration and defence,Carlow,958.0,50349.0,1187.51,1.902719021231802
2011,Public administration and defence,Carlow,1067.0,54612.0,1236.43,1.9537830513440269
2016,Public administration and defence,Carlow,1059.0,56932.0,1406.4,1.8601138199957845
2002,Public administration and defence,Dublin,32056.0,1122821.0,27289.04,2.8549519469265356
2006,Public administration and defence,Dublin,34089.0,1187176.0,36109.1,2.8714360802442096
2011,Public administration and defence,Dublin,35152.0,1273069.0,37612.95,2.761201474546941
2016,Public administration and defence,Dublin,32663.0,1347359.0,45235.86,2.4242239818786233
2002,Public administration and defence,Kildare,5696.0,163944.0,3741.47,3.474357097545503
2006,Public administration and defence,Kildare,6186.0,186335.0,5532.02,3.319827192958918
2011,Public administration and defence,Kildare,6636.0,210312.0,5382.11,3.1553121077256647
2016,Public administration and defence,Kildare,6144.0,222504.0,6549.12,2.761298673282278
2002,Public administration and defence,Kilkenny,1809.0,80339.0,1420.61,2.2517083857155304
2006,Public administration and defence,Kilkenny,1968.0,87558.0,2109.2,2.247652984307545
2011,Public administration and defence,Kilkenny,2245.0,95419.0,2097.65,2.3527808926943274
2016,Public administration and defence,Kilkenny,2144.0,99232.0,2433.84,2.160593356981619
2002,Public administration and defence,Laois,1994.0,58774.0,1080.46,3.3926566168714056
2006,Public administration and defence,Laois,2218.0,67059.0,1622.99,3.30753515560924
2011,Public administration and defence,Laois,2630.0,80559.0,1773.75,3.2646879926513486
2016,Public administration and defence,Laois,2543.0,84697.0,1965.76,3.0024676198684723
2002,Public administration and defence,Longford,857.0,31068.0,575.99,2.7584653019183722
2006,Public administration and defence,Longford,907.0,34391.0,823.53,2.6373179029397225
2011,Public administration and defence,Longford,1034.0,39000.0,819.22,2.651282051282051
2016,Public administration and defence,Longford,928.0,40873.0,900.29,2.2704474836689257
2002,Public administration and defence,Louth,2020.0,101821.0,2135.75,1.98387366063975
2006,Public administration and defence,Louth,2341.0,111267.0,2819.45,2.103948160730495
2011,Public administration and defence,Louth,2676.0,122897.0,2792.38,2.177433135064322
2016,Public administration and defence,Louth,2525.0,128884.0,3169.29,1.9591260358151514
2002,Public administration and defence,Meath,3581.0,134005.0,2760.13,2.672288347449722
2006,Public administration and defence,Meath,4335.0,162831.0,4547.05,2.662269469572747
2011,Public administration and defence,Meath,4978.0,184135.0,4517.75,2.7034512721644446
2016,Public administration and defence,Meath,4734.0,195044.0,5326.35,2.427144644285392
2002,Public administration and defence,Offaly,1532.0,63663.0,1153.52,2.40642131222217
2006,Public administration and defence,Offaly,1543.0,70868.0,1696.29,2.1772873511316813
2011,Public administration and defence,Offaly,2068.0,76687.0,1566.91,2.6966760989476706
2016,Public administration and defence,Offaly,1830.0,77961.0,1738.22,2.347327509908801
2002,Public administration and defence,Westmeath,2247.0,71858.0,1416.39,3.1270004731553898
2006,Public administration and defence,Westmeath,2152.0,79346.0,1922.68,2.7121720061502783
2011,Public administration and defence,Westmeath,2475.0,86164.0,1910.08,2.872429320830045
2016,Public administration and defence,Westmeath,2223.0,88770.0,2135.55,2.5042244001351808
2002,Public administration and defence,Wexford,2222.0,116596.0,2100.64,1.9057257538852106
2006,Public administration and defence,Wexford,2518.0,131749.0,3148.13,1.911209952257702
2011,Public administration and defence,Wexford,3034.0,145320.0,3144.64,2.0878062207541976
2016,Public administration and defence,Wexford,2870.0,149722.0,3534.74,1.916885961982875
2002,Public administration and defence,Wicklow,2240.0,114676.0,2469.38,1.9533293801667306
2006,Public administration and defence,Wicklow,2613.0,126194.0,3464.61,2.0706214241564576
2011,Public administration and defence,Wicklow,2817.0,136640.0,3431.16,2.061621779859485
2016,Public administration and defence,Wicklow,2584.0,142425.0,4058.4,1.8142882218711605
2002,Public administration and defence,Clare,2406.0,103277.0,1981.22,2.3296571356642817
2006,Public administration and defence,Clare,2539.0,110950.0,2675.52,2.288418206399279
2011,Public administration and defence,Clare,2637.0,117196.0,2658.28,2.250076794429844
2016,Public administration and defence,Clare,2756.0,118817.0,3004.26,2.319533400102679
2002,Public administration and defence,Cork,8801.0,447829.0,9049.27,1.9652590609362055
2006,Public administration and defence,Cork,9403.0,481295.0,12537.3,1.953687447407515
2011,Public administration and defence,Cork,10998.0,519032.0,12829.17,2.118944496678432
2016,Public administration and defence,Cork,10472.0,542868.0,14725.07,1.9290140512979215
2002,Public administration and defence,Kerry,2301.0,132527.0,2238.72,1.7362499717038793
2006,Public administration and defence,Kerry,2448.0,139835.0,3119.66,1.7506346765831158
2011,Public administration and defence,Kerry,2945.0,145502.0,3087.22,2.0240271611386786
2016,Public administration and defence,Kerry,2945.0,147707.0,3612.05,1.993812073903065
2002,Public administration and defence,Limerick,3290.0,175304.0,3478.86,1.8767398348012596
2006,Public administration and defence,Limerick,3107.0,184055.0,4723.34,1.6880823666838716
2011,Public administration and defence,Limerick,3460.0,191809.0,5117.08,1.8038778159523274
2016,Public administration and defence,Limerick,3374.0,194899.0,5940.79,1.73115305876377
2002,Public administration and defence,Tipperary,3294.0,140131.0,2636.1,2.3506575989609724
2006,Public administration and defence,Tipperary,3452.0,149244.0,3738.82,2.3129908070006167
2011,Public administration and defence,Tipperary,3873.0,158754.0,3557.11,2.439623568540005
2016,Public administration and defence,Tipperary,3484.0,159553.0,4015.79,2.183600433711682
2002,Public administration and defence,Waterford,1729.0,101546.0,2079.25,1.7026766194631004
2006,Public administration and defence,Waterford,1803.0,107961.0,2738.67,1.6700475171589741
2011,Public administration and defence,Waterford,2125.0,113795.0,2621.92,1.867393119205589
2016,Public administration and defence,Waterford,1976.0,116176.0,2949.46,1.7008676490841483
2002,Public administration and defence,Galway,3942.0,209077.0,3864.7,1.8854297698933886
2006,Public administration and defence,Galway,4052.0,231670.0,5658.09,1.7490395821642852
2011,Public administration and defence,Galway,5190.0,250653.0,5781.47,2.0705916147023973
2016,Public administration and defence,Galway,4714.0,258058.0,6649.36,1.8267211247083988
2002,Public administration and defence,Leitrim,835.0,25799.0,445.61,3.23655955657196
2006,Public administration and defence,Leitrim,861.0,28950.0,671.98,2.9740932642487046
2011,Public administration and defence,Leitrim,1029.0,31798.0,722.52,3.236052581923391
2016,Public administration and defence,Leitrim,1005.0,32044.0,758.26,3.136312570215953
2002,Public administration and defence,Mayo,2285.0,117446.0,2069.46,1.9455749876539006
2006,Public administration and defence,Mayo,2531.0,123839.0,2794.7,2.043782653283699
2011,Public administration and defence,Mayo,3203.0,130638.0,2813.34,2.451813408043601
2016,Public administration and defence,Mayo,2882.0,130507.0,3021.68,2.2083106653282965
2002,Public administration and defence,Roscommon,1671.0,53774.0,967.07,3.1074496968795327
2006,Public administration and defence,Roscommon,1814.0,58768.0,1381.36,3.0867138578818407
2011,Public administration and defence,Roscommon,2373.0,64065.0,1364.72,3.7040505736361506
2016,Public administration and defence,Roscommon,2159.0,64544.0,1482.21,3.3450049578582055
2002,Public administration and defence,Sligo,1808.0,58200.0,1068.23,3.106529209621993
2006,Public administration and defence,Sligo,1788.0,60894.0,1494.86,2.936249876835156
2011,Public administration and defence,Sligo,2061.0,65393.0,1482.28,3.1517134861529525
2016,Public administration and defence,Sligo,1951.0,65535.0,1600.14,2.9770351720454715
2002,Public administration and defence,Cavan,1245.0,56546.0,990.59,2.201747250026527
2006,Public administration and defence,Cavan,1348.0,64003.0,1472.28,2.106151274159024
2011,Public administration and defence,Cavan,1632.0,73183.0,1540.72,2.230026098957408
2016,Public administration and defence,Cavan,1449.0,76176.0,1752.67,1.9021739130434785
2002,Public administration and defence,Donegal,3004.0,137575.0,2111.18,2.1835362529529347
2006,Public administration and defence,Donegal,3143.0,147264.0,2941.41,2.134262277270752
2011,Public administration and defence,Donegal,3877.0,161137.0,3104.24,2.4060271694272575
2016,Public administration and defence,Donegal,3391.0,159192.0,3230.88,2.1301321674456
2002,Public administration and defence,Monaghan,1137.0,52593.0,914.77,2.161884661456848
2006,Public administration and defence,Monaghan,1147.0,55997.0,1296.83,2.048324017358073
2011,Public administration and defence,Monaghan,1306.0,60483.0,1274.55,2.1592844270290823
2016,Public administration and defence,Monaghan,1124.0,61386.0,1386.76,1.8310363926628221
2002,Education,Carlow,1368.0,46014.0,809.06,2.97300821489112
2006,Education,Carlow,1553.0,50349.0,1187.51,3.084470396631512
2011,Education,Carlow,1819.0,54612.0,1236.43,3.330769794184428
2016,Education,Carlow,1975.0,56932.0,1406.4,3.4690507974425633
2002,Education,Dublin,32885.0,1122821.0,27289.04,2.9287838399887427
2006,Education,Dublin,36634.0,1187176.0,36109.1,3.08581036004771
2011,Education,Dublin,47528.0,1273069.0,37612.95,3.733340455230628
2016,Education,Dublin,50322.0,1347359.0,45235.86,3.7348620523557563
2002,Education,Kildare,4898.0,163944.0,3741.47,2.987605523837408
2006,Education,Kildare,5763.0,186335.0,5532.02,3.0928167011028527
2011,Education,Kildare,7778.0,210312.0,5382.11,3.6983148845524743
2016,Education,Kildare,8822.0,222504.0,6549.12,3.9648725416172295
2002,Education,Kilkenny,2105.0,80339.0,1420.61,2.620147126551239
2006,Education,Kilkenny,2656.0,87558.0,2109.2,3.0334178487402634
2011,Education,Kilkenny,3365.0,95419.0,2097.65,3.5265513157756843
2016,Education,Kilkenny,3767.0,99232.0,2433.84,3.796154466301193
2002,Education,Laois,1469.0,58774.0,1080.46,2.4994044985878108
2006,Education,Laois,1747.0,67059.0,1622.99,2.605168582889694
2011,Education,Laois,2482.0,80559.0,1773.75,3.080971710175151
2016,Education,Laois,2806.0,84697.0,1965.76,3.312986292312597
2002,Education,Longford,831.0,31068.0,575.99,2.6747779065276167
2006,Education,Longford,933.0,34391.0,823.53,2.7129190776656684
2011,Education,Longford,1233.0,39000.0,819.22,3.1615384615384614
2016,Education,Longford,1248.0,40873.0,900.29,3.0533604090720035
2002,Education,Louth,2650.0,101821.0,2135.75,2.602606534997692
2006,Education,Louth,3118.0,111267.0,2819.45,2.8022684174103736
2011,Education,Louth,4146.0,122897.0,2792.38,3.3735567182274586
2016,Education,Louth,4564.0,128884.0,3169.29,3.5411688029545947
2002,Education,Meath,3340.0,134005.0,2760.13,2.492444311779411
2006,Education,Meath,4456.0,162831.0,4547.05,2.736579643925297
2011,Education,Meath,6160.0,184135.0,4517.75,3.345371602356966
2016,Education,Meath,6710.0,195044.0,5326.35,3.440249379627161
2002,Education,Offaly,1457.0,63663.0,1153.52,2.2886134803575073
2006,Education,Offaly,1800.0,70868.0,1696.29,2.5399333973020264
2011,Education,Offaly,2249.0,76687.0,1566.91,2.9327004577046956
2016,Education,Offaly,2454.0,77961.0,1738.22,3.1477277100088505
2002,Education,Westmeath,1985.0,71858.0,1416.39,2.762392496312171
2006,Education,Westmeath,2351.0,79346.0,1922.68,2.9629722985405693
2011,Education,Westmeath,3027.0,86164.0,1910.08,3.5130681026878974
2016,Education,Westmeath,3118.0,88770.0,2135.55,3.512447899064999
2002,Education,Wexford,2748.0,116596.0,2100.64,2.3568561528697383
2006,Education,Wexford,3314.0,131749.0,3148.13,2.515389111112798
2011,Education,Wexford,4459.0,145320.0,3144.64,3.0684007707129095
2016,Education,Wexford,4915.0,149722.0,3534.74,3.28275069796022
2002,Education,Wicklow,3117.0,114676.0,2469.38,2.7180927133837947
2006,Education,Wicklow,3802.0,126194.0,3464.61,3.01282152875731
2011,Education,Wicklow,4797.0,136640.0,3431.16,3.5106850117096013
2016,Education,Wicklow,5347.0,142425.0,4058.4,3.754256626294541
2002,Education,Clare,2902.0,103277.0,1981.22,2.809918955817849
2006,Education,Clare,3465.0,110950.0,2675.52,3.123028391167192
2011,Education,Clare,4299.0,117196.0,2658.28,3.668213932216117
2016,Education,Clare,4579.0,118817.0,3004.26,3.8538256310123975
2002,Education,Cork,12724.0,447829.0,9049.27,2.841263071395555
2006,Education,Cork,14500.0,481295.0,12537.3,3.012705305477929
2011,Education,Cork,18577.0,519032.0,12829.17,3.5791627491175886
2016,Education,Cork,20589.0,542868.0,14725.07,3.792634673622317
2002,Education,Kerry,3430.0,132527.0,2238.72,2.5881518483026102
2006,Education,Kerry,3917.0,139835.0,3119.66,2.801158508241856
2011,Education,Kerry,4804.0,145502.0,3087.22,3.30167282923946
2016,Education,Kerry,5215.0,147707.0,3612.05,3.5306383583716414
2002,Education,Limerick,5232.0,175304.0,3478.86,2.984529731209784
2006,Education,Limerick,5969.0,184055.0,4723.34,3.2430523484827902
2011,Education,Limerick,7186.0,191809.0,5117.08,3.746435255905614
2016,Education,Limerick,7705.0,194899.0,5940.79,3.953329673317975
2002,Education,Tipperary,3694.0,140131.0,2636.1,2.6361047876629726
2006,Education,Tipperary,4364.0,149244.0,3738.82,2.9240706494063415
2011,Education,Tipperary,5451.0,158754.0,3557.11,3.433614271136475
2016,Education,Tipperary,5849.0,159553.0,4015.79,3.665866514575094
2002,Education,Waterford,2784.0,101546.0,2079.25,2.7416146377011406
2006,Education,Waterford,3304.0,107961.0,2738.67,3.060364390844842
2011,Education,Waterford,4089.0,113795.0,2621.92,3.5933037479678367
2016,Education,Waterford,4332.0,116176.0,2949.46,3.7288252306844787
2002,Education,Galway,6860.0,209077.0,3864.7,3.281087828886008
2006,Education,Galway,8304.0,231670.0,5658.09,3.584408857426512
2011,Education,Galway,10538.0,250653.0,5781.47,4.204218581066255
2016,Education,Galway,11117.0,258058.0,6649.36,4.30794627564346
2002,Education,Leitrim,588.0,25799.0,445.61,2.279158106903368
2006,Education,Leitrim,799.0,28950.0,671.98,2.7599309153713296
2011,Education,Leitrim,1093.0,31798.0,722.52,3.437323102081892
2016,Education,Leitrim,1159.0,32044.0,758.26,3.61690176007989
2002,Education,Mayo,3045.0,117446.0,2069.46,2.5926808916438193
2006,Education,Mayo,3465.0,123839.0,2794.7,2.797987709849078
2011,Education,Mayo,4190.0,130638.0,2813.34,3.2073363033726787
2016,Education,Mayo,4365.0,130507.0,3021.68,3.3446481797911223
2002,Education,Roscommon,1295.0,53774.0,967.07,2.4082270242124446
2006,Education,Roscommon,1651.0,58768.0,1381.36,2.809352028314729
2011,Education,Roscommon,2130.0,64065.0,1364.72,3.3247483025052684
2016,Education,Roscommon,2284.0,64544.0,1482.21,3.538671294000992
2002,Education,Sligo,1742.0,58200.0,1068.23,2.993127147766323
2006,Education,Sligo,2003.0,60894.0,1494.86,3.2893224291391596
2011,Education,Sligo,2360.0,65393.0,1482.28,3.6089489700732496
2016,Education,Sligo,2517.0,65535.0,1600.14,3.8406958113984895
2002,Education,Cavan,1174.0,56546.0,990.59,2.0761857602659783
2006,Education,Cavan,1472.0,64003.0,1472.28,2.2998921925534743
2011,Education,Cavan,2172.0,73183.0,1540.72,2.9679023817006684
2016,Education,Cavan,2531.0,76176.0,1752.67,3.322568788069733
2002,Education,Donegal,3717.0,137575.0,2111.18,2.7017990187170637
2006,Education,Donegal,4656.0,147264.0,2941.41,3.1616688396349417
2011,Education,Donegal,5811.0,161137.0,3104.24,3.606248099443331
2016,Education,Donegal,6328.0,159192.0,3230.88,3.975074124327856
2002,Education,Monaghan,1261.0,52593.0,914.77,2.3976574829349913
2006,Education,Monaghan,1480.0,55997.0,1296.83,2.6429987320749326
2011,Education,Monaghan,1985.0,60483.0,1274.55,3.281913926227204
2016,Education,Monaghan,2237.0,61386.0,1386.76,3.644153390023784
2002,Health and social work,Carlow,1317.0,46014.0,809.06,2.8621723823184246
2006,Health and social work,Carlow,1803.0,50349.0,1187.51,3.5810045879759276
2011,Health and social work,Carlow,2005.0,54612.0,1236.43,3.671354281110379
2016,Health and social work,Carlow,2215.0,56932.0,1406.4,3.8906063373849507
2002,Health and social work,Dublin,43380.0,1122821.0,27289.04,3.863483137561553
2006,Health and social work,Dublin,55203.0,1187176.0,36109.1,4.649942384280005
2011,Health and social work,Dublin,59885.0,1273069.0,37612.95,4.703986979496006
2016,Health and social work,Dublin,65189.0,1347359.0,45235.86,4.838279923910405
2002,Health and social work,Kildare,5701.0,163944.0,3741.47,3.4774069194359045
2006,Health and social work,Kildare,7724.0,186335.0,5532.02,4.145222314648348
2011,Health and social work,Kildare,8632.0,210312.0,5382.11,4.104378257065693
2016,Health and social work,Kildare,9586.0,222504.0,6549.12,4.308237155287096
2002,Health and social work,Kilkenny,3298.0,80339.0,1420.61,4.105104619176241
2006,Health and social work,Kilkenny,4612.0,87558.0,2109.2,5.267365631923982
2011,Health and social work,Kilkenny,4910.0,95419.0,2097.65,5.145725694044163
2016,Health and social work,Kilkenny,5533.0,99232.0,2433.84,5.575822315382135
2002,Health and social work,Laois,2089.0,58774.0,1080.46,3.5542927144655803
2006,Health and social work,Laois,3071.0,67059.0,1622.99,4.5795493520631085
2011,Health and social work,Laois,3459.0,80559.0,1773.75,4.293747439764645
2016,Health and social work,Laois,3980.0,84697.0,1965.76,4.699103864363555
2002,Health and social work,Longford,958.0,31068.0,575.99,3.083558645551693
2006,Health and social work,Longford,1430.0,34391.0,823.53,4.158064609927016
2011,Health and social work,Longford,1495.0,39000.0,819.22,3.833333333333333
2016,Health and social work,Longford,1696.0,40873.0,900.29,4.149438504636312
2002,Health and social work,Louth,3680.0,101821.0,2135.75,3.614185678789248
2006,Health and social work,Louth,5119.0,111267.0,2819.45,4.600645294651604
2011,Health and social work,Louth,5289.0,122897.0,2792.38,4.303603830850224
2016,Health and social work,Louth,5840.0,128884.0,3169.29,4.531206356103162
2002,Health and social work,Meath,4500.0,134005.0,2760.13,3.3580836535950147
2006,Health and social work,Meath,6834.0,162831.0,4547.05,4.1969895167382125
2011,Health and social work,Meath,7521.0,184135.0,4517.75,4.084503217747848
2016,Health and social work,Meath,8258.0,195044.0,5326.35,4.233916449621624
2002,Health and social work,Offaly,1971.0,63663.0,1153.52,3.095989821403327
2006,Health and social work,Offaly,2976.0,70868.0,1696.29,4.199356550206017
2011,Health and social work,Offaly,3030.0,76687.0,1566.91,3.9511260057115285
2016,Health and social work,Offaly,3576.0,77961.0,1738.22,4.586908839034902
2002,Health and social work,Westmeath,2691.0,71858.0,1416.39,3.7448857468896994
2006,Health and social work,Westmeath,3710.0,79346.0,1922.68,4.675724044060193
2011,Health and social work,Westmeath,3753.0,86164.0,1910.08,4.355647370131377
2016,Health and social work,Westmeath,4203.0,88770.0,2135.55,4.7347076715106455
2002,Health and social work,Wexford,3502.0,116596.0,2100.64,3.0035335689045937
2006,Health and social work,Wexford,5050.0,131749.0,3148.13,3.833046171128433
2011,Health and social work,Wexford,5586.0,145320.0,3144.64,3.8439306358381504
2016,Health and social work,Wexford,5975.0,149722.0,3534.74,3.9907294853127793
2002,Health and social work,Wicklow,3567.0,114676.0,2469.38,3.110502633506575
2006,Health and social work,Wicklow,5077.0,126194.0,3464.61,4.023170673724582
2011,Health and social work,Wicklow,5321.0,136640.0,3431.16,3.8941744730679155
2016,Health and social work,Wicklow,6387.0,142425.0,4058.4,4.484465508162191
2002,Health and social work,Clare,3099.0,103277.0,1981.22,3.000668106161101
2006,Health and social work,Clare,4128.0,110950.0,2675.52,3.720594862550698
2011,Health and social work,Clare,4484.0,117196.0,2658.28,3.8260691491177177
2016,Health and social work,Clare,4852.0,118817.0,3004.26,4.083590731965964
2002,Health and social work,Cork,16689.0,447829.0,9049.27,3.726645661625308
2006,Health and social work,Cork,21638.0,481295.0,12537.3,4.495787406891823
2011,Health and social work,Cork,23425.0,519032.0,12829.17,4.513209204827448
2016,Health and social work,Cork,25187.0,542868.0,14725.07,4.63961773396111
2002,Health and social work,Kerry,4896.0,132527.0,2238.72,3.694341530405125
2006,Health and social work,Kerry,6110.0,139835.0,3119.66,4.369435406014231
2011,Health and social work,Kerry,6439.0,145502.0,3087.22,4.425368723453974
2016,Health and social work,Kerry,6839.0,147707.0,3612.05,4.630112316951803
2002,Health and social work,Limerick,6030.0,175304.0,3478.86,3.4397389677360475
2006,Health and social work,Limerick,7937.0,184055.0,4723.34,4.3122979544158
2011,Health and social work,Limerick,8145.0,191809.0,5117.08,4.246411795066968
2016,Health and social work,Limerick,8902.0,194899.0,5940.79,4.567493932754914
2002,Health and social work,Tipperary,4730.0,140131.0,2636.1,3.3754130064011534
2006,Health and social work,Tipperary,6504.0,149244.0,3738.82,4.35796413926188
2011,Health and social work,Tipperary,6533.0,158754.0,3557.11,4.115171901180443
2016,Health and social work,Tipperary,7045.0,159553.0,4015.79,4.41546069331194
2002,Health and social work,Waterford,3488.0,101546.0,2079.25,3.4348965001083256
2006,Health and social work,Waterford,4520.0,107961.0,2738.67,4.186697048008077
2011,Health and social work,Waterford,4843.0,113795.0,2621.92,4.255898765323608
2016,Health and social work,Waterford,5334.0,116176.0,2949.46,4.5913097369508336
2002,Health and social work,Galway,8539.0,209077.0,3864.7,4.084141249396155
2006,Health and social work,Galway,11463.0,231670.0,5658.09,4.947986359908491
2011,Health and social work,Galway,12497.0,250653.0,5781.47,4.985777150083981
2016,Health and social work,Galway,14272.0,258058.0,6649.36,5.530539646126065
2002,Health and social work,Leitrim,1052.0,25799.0,445.61,4.077677429357727
2006,Health and social work,Leitrim,1606.0,28950.0,671.98,5.547495682210708
2011,Health and social work,Leitrim,1603.0,31798.0,722.52,5.041197559594943
2016,Health and social work,Leitrim,1722.0,32044.0,758.26,5.373860941205842
2002,Health and social work,Mayo,4480.0,117446.0,2069.46,3.8145190129932054
2006,Health and social work,Mayo,5697.0,123839.0,2794.7,4.600327845024588
2011,Health and social work,Mayo,5695.0,130638.0,2813.34,4.359374760789357
2016,Health and social work,Mayo,6400.0,130507.0,3021.68,4.9039515121794235
2002,Health and social work,Roscommon,2125.0,53774.0,967.07,3.951723881429687
2006,Health and social work,Roscommon,2850.0,58768.0,1381.36,4.849578001633542
2011,Health and social work,Roscommon,2783.0,64065.0,1364.72,4.344025599001014
2016,Health and social work,Roscommon,3343.0,64544.0,1482.21,5.179412493802677
2002,Health and social work,Sligo,3396.0,58200.0,1068.23,5.835051546391753
2006,Health and social work,Sligo,4160.0,60894.0,1494.86,6.831543337603048
2011,Health and social work,Sligo,3846.0,65393.0,1482.28,5.881363448687169
2016,Health and social work,Sligo,4018.0,65535.0,1600.14,6.131074998092622
2002,Health and social work,Cavan,1831.0,56546.0,990.59,3.238071658472748
2006,Health and social work,Cavan,2634.0,64003.0,1472.28,4.115432089120823
2011,Health and social work,Cavan,3000.0,73183.0,1540.72,4.0993126819070005
2016,Health and social work,Cavan,3234.0,76176.0,1752.67,4.245431632010082
2002,Health and social work,Donegal,4735.0,137575.0,2111.18,3.441759040523351
2006,Health and social work,Donegal,6810.0,147264.0,2941.41,4.624348109517601
2011,Health and social work,Donegal,6783.0,161137.0,3104.24,4.209461514115318
2016,Health and social work,Donegal,7420.0,159192.0,3230.88,4.661038243127796
2002,Health and social work,Monaghan,1776.0,52593.0,914.77,3.3768752495579255
2006,Health and social work,Monaghan,2553.0,55997.0,1296.83,4.559172812829259
2011,Health and social work,Monaghan,2417.0,60483.0,1274.55,3.9961642114313114
2016,Health and social work,Monaghan,2719.0,61386.0,1386.76,4.429348711432574
2002,"Other community, social and personal service activities",Carlow,743.0,46014.0,809.06,1.614725952970835
2006,"Other community, social and personal service activities",Carlow,841.0,50349.0,1187.51,1.6703410196826154
2011,"Other community, social and personal service activities",Carlow,823.0,54612.0,1236.43,1.5069947996777264
2016,"Other community, social and personal service activities",Carlow,715.0,56932.0,1406.4,1.2558842127450291
2002,"Other community, social and personal service activities",Dublin,24031.0,1122821.0,27289.04,2.140234284894921
2006,"Other community, social and personal service activities",Dublin,27439.0,1187176.0,36109.1,2.311283246965909
2011,"Other community, social and personal service activities",Dublin,28927.0,1273069.0,37612.95,2.272225621706286
2016,"Other community, social and personal service activities",Dublin,26591.0,1347359.0,45235.86,1.9735645807835922
2002,"Other community, social and personal service activities",Kildare,2957.0,163944.0,3741.47,1.8036646659835065
2006,"Other community, social and personal service activities",Kildare,4115.0,186335.0,5532.02,2.208388118174256
2011,"Other community, social and personal service activities",Kildare,4172.0,210312.0,5382.11,1.983719426376051
2016,"Other community, social and personal service activities",Kildare,3754.0,222504.0,6549.12,1.6871606802574335
2002,"Other community, social and personal service activities",Kilkenny,1236.0,80339.0,1420.61,1.538480688084243
2006,"Other community, social and personal service activities",Kilkenny,1558.0,87558.0,2109.2,1.7793919459101395
2011,"Other community, social and personal service activities",Kilkenny,1564.0,95419.0,2097.65,1.6390865550886091
2016,"Other community, social and personal service activities",Kilkenny,1479.0,99232.0,2433.84,1.4904466301193164
2002,"Other community, social and personal service activities",Laois,781.0,58774.0,1080.46,1.3288188654847382
2006,"Other community, social and personal service activities",Laois,1034.0,67059.0,1622.99,1.541925766862017
2011,"Other community, social and personal service activities",Laois,1253.0,80559.0,1773.75,1.5553817698829429
2016,"Other community, social and personal service activities",Laois,1120.0,84697.0,1965.76,1.3223608864540657
2002,"Other community, social and personal service activities",Longford,361.0,31068.0,575.99,1.1619672975408781
2006,"Other community, social and personal service activities",Longford,486.0,34391.0,823.53,1.4131604198772934
2011,"Other community, social and personal service activities",Longford,534.0,39000.0,819.22,1.3692307692307693
2016,"Other community, social and personal service activities",Longford,487.0,40873.0,900.29,1.191495608347809
2002,"Other community, social and personal service activities",Louth,1551.0,101821.0,2135.75,1.523261409728838
2006,"Other community, social and personal service activities",Louth,2017.0,111267.0,2819.45,1.8127567023466078
2011,"Other community, social and personal service activities",Louth,2383.0,122897.0,2792.38,1.9390221079440506
2016,"Other community, social and personal service activities",Louth,2332.0,128884.0,3169.29,1.809378976443934
2002,"Other community, social and personal service activities",Meath,2182.0,134005.0,2760.13,1.6282974515876274
2006,"Other community, social and personal service activities",Meath,3391.0,162831.0,4547.05,2.0825272828883934
2011,"Other community, social and personal service activities",Meath,3480.0,184135.0,4517.75,1.8899177234094549
2016,"Other community, social and personal service activities",Meath,3406.0,195044.0,5326.35,1.7462726359180492
2002,"Other community, social and personal service activities",Offaly,785.0,63663.0,1153.52,1.2330553068501326
2006,"Other community, social and personal service activities",Offaly,1115.0,70868.0,1696.29,1.573347632217644
